Rk;Player;Nation;Pos;Squad;Age;Born;90s;Matches;Touches_per90;Def Pen_per90;Def 3rd_per90;Mid 3rd_per90;Att 3rd_per90;Att Pen_per90;Live_per90;Att_per90;Succ_per90;Succ%_per90;Tkld_per90;Tkld%_per90;Carries_per90;TotDist_per90;PrgDist_per90;PrgC_per90;1/3_per90;CPA_per90;Mis_per90;Dis_per90;Rec_per90;PrgR_per90;SCA_per90;SCA90_per90;PassLive_per90;PassDead_per90;TO_per90;Sh_per90;Fld_per90;Def_per90;GCA_per90;GCA90_per90;PassLive.1_per90;PassDead.1_per90;TO.1_per90;Sh.1_per90;Fld.1_per90;Def.1_per90
222;Robin Koch;de GER;DF;Eint Frankfurt;28-311;1996,0;28,7;Matches;74,84;13,9;37,46;35,51;2,09;1,01;74,84;0,1;0,03;1,16;0,07;2,32;43,34;181,32;96,86;0,31;0,21;0,0;0,42;0,1;48,68;0,14;0,73;0,03;0,63;0,0;0,0;0,1;0,0;0,0;0,14;0,0;0,14;0,0;0,0;0,0;0,0;0,0
488;Robin Zentner;de GER;GK;Mainz 05;30-208;1994,0;32,0;Matches;40,22;29,47;39,22;0,97;0,03;0,03;40,22;0,0;0,0;;0,0;;23,47;115,84;64,22;0,0;0,0;0,0;0,06;0,0;20,75;0,0;0,25;0,01;0,25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
353;Rocco Reitz;de GER;MF;Gladbach;22-360;2002,0;20,3;Matches;59,06;3,69;18,42;32,41;9,06;1,82;59,06;1,77;0,84;2,33;0,84;2,33;30,25;143,6;62,02;0,89;0,64;0,05;1,23;1,13;35,76;1,48;2,22;0,11;1,72;0,0;0,1;0,05;0,1;0,25;0,25;0,01;0,2;0,0;0,05;0,0;0,0;0,0
387;Romano Schmid;at AUT;MF;Werder Bremen;25-117;2000,0;31,5;Matches;63,11;0,79;7,75;29,84;26,41;3,3;63,08;3,02;1,43;1,5;1,43;1,5;41,75;220,06;122,67;3,4;2,41;0,89;2,38;1,75;47,68;6,38;4,79;0,15;3,52;0,51;0,16;0,35;0,22;0,03;0,41;0,01;0,32;0,03;0,0;0,03;0,03;0,0
53;Sacha Boey;fr FRA;DF;Bayern Munich;24-253;2000,0;6,6;Matches;87,88;2,42;12,58;41,21;34,24;1,67;87,88;2,88;0,91;4,79;1,67;8,77;54,55;233,79;112,88;2,73;1,36;0,61;1,67;1,06;63,03;9,55;1,67;0,25;1,21;0,0;0,3;0,0;0,15;0,0;0,45;0,07;0,3;0,0;0,15;0,0;0,0;0,0
326;Salih Özcan;tr TUR;MF;Dortmund;27-133;1998,0;4,3;Matches;71,4;3,02;17,67;40,0;13,95;1,63;71,4;0,47;0,47;23,26;0,0;0,0;29,53;125,58;52,56;0,93;1,4;0,47;0,93;0,23;37,44;0,93;2,56;0,65;1,63;0,47;0,23;0,23;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
118;Samuel Essende;cd COD;FW;Augsburg;27-121;1998,0;18,2;Matches;30,99;0,55;2,36;14,4;14,84;5,11;30,99;2,86;0,77;1,48;1,76;3,38;19,07;90,77;38,41;1,81;1,04;1,1;4,73;2,03;23,79;6,48;1,48;0,08;0,77;0,05;0,16;0,22;0,27;0,0;0,16;0,01;0,11;0,0;0,05;0,0;0,0;0,0
55;Sebastiaan Bornauw;be BEL;DF;Wolfsburg;26-063;1999,0;8,8;Matches;48,64;5,68;19,32;27,16;2,39;1,14;48,64;0,11;0,0;0,0;0,11;11,36;23,41;104,55;43,07;0,34;0,23;0,0;0,23;0,11;26,14;0,11;0,45;0,05;0,34;0,0;0,0;0,11;0,0;0,0;0,11;0,01;0,0;0,0;0,0;0,11;0,0;0,0
251;Senne Lynen;be BEL;MF;Werder Bremen;26-094;1999,0;30,4;Matches;56,48;4,01;17,3;32,04;7,53;0,43;56,48;0,92;0,39;1,41;0,43;1,53;27,93;98,75;37,14;0,3;0,46;0,1;1,15;0,49;31,55;0,92;1,05;0,03;0,92;0,0;0,03;0,07;0,0;0,03;0,2;0,01;0,2;0,0;0,0;0,0;0,0;0,0
140;Serge Gnabry;de GER;FW,MF;Bayern Munich;29-314;1995,0;13,8;Matches;54,93;0,65;4,93;20,87;29,49;6,96;54,86;2,9;1,3;3,26;1,45;3,62;33,91;180,51;88,84;3,19;1,59;1,81;1,81;0,51;42,1;10,8;4,06;0,29;3,19;0,0;0,58;0,14;0,0;0,14;0,94;0,07;0,58;0,0;0,29;0,0;0,0;0,07
155;Serhou Guirassy;gn GUI;FW;Dortmund;29-073;1996,0;28,9;Matches;33,39;1,38;2,63;16,78;14,19;5,54;33,25;1,35;0,38;0,98;0,73;1,86;18,27;75,95;31,28;0,87;0,76;0,42;2,63;1,04;25,85;4,43;1,83;0,06;1,25;0,0;0,03;0,35;0,21;0,0;0,35;0,01;0,17;0,0;0,0;0,1;0,07;0,0
252;Shuto Machino;jp JPN;FW,MF;Holstein Kiel;25-236;1999,0;21,7;Matches;41,43;1,52;6,41;17,93;17,37;2,9;41,34;0,83;0,46;2,56;0,28;1,53;20,69;91,06;43,55;1,38;0,78;0,6;2,03;0,92;26,77;4,98;3,41;0,16;2,21;0,88;0,09;0,14;0,09;0,0;0,41;0,02;0,37;0,05;0,0;0,0;0,0;0,0
450;Siebe Van Der Heyden;be BEL;DF,MF;St. Pauli;26-359;1998,0;9,7;Matches;62,06;5,57;25,67;29,28;7,42;1,13;62,06;0,52;0,1;2,06;0,41;8,25;27,32;125,15;58,97;1,03;0,62;0,0;0,31;0,41;37,53;2,68;0,82;0,09;0,62;0,0;0,0;0,0;0,0;0,21;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
475;Silvan Widmer;ch SUI;DF;Mainz 05;32-080;1993,0;5,6;Matches;64,82;4,64;18,04;25,89;21,25;2,14;64,82;0,71;0,0;0,0;0,71;17,86;26,07;85,36;20,0;0,54;0,54;0,18;1,43;0,54;33,93;6,43;1,79;0,32;1,25;0,36;0,0;0,18;0,0;0,0;0,36;0,06;0,18;0,18;0,0;0,0;0,0;0,0
85;Sirlord Conteh;de GER;FW,MF;Heidenheim;28-319;1996,0;9,9;Matches;30,4;0,4;3,84;12,12;15,35;3,43;30,4;1,31;0,61;4,67;0,61;4,67;19,7;125,56;71,21;2,93;1,11;1,21;2,32;0,81;22,02;7,58;2,83;0,28;2,42;0,0;0,1;0,0;0,3;0,0;0,4;0,04;0,4;0,0;0,0;0,0;0,0;0,0
293;Stanley N'Soki;fr FRA;DF;Hoffenheim;26-045;1999,0;14,5;Matches;69,31;7,59;33,1;33,52;3,45;0,28;69,31;1,1;0,76;4,74;0,21;1,3;36,48;156,0;71,24;0,69;0,55;0,0;1,1;0,34;42,41;0,41;1,31;0,09;1,17;0,07;0,0;0,07;0,0;0,0;0,07;0,0;0,07;0,0;0,0;0,0;0,0;0,0
39;Stefan Bell;de GER;DF;Mainz 05;33-273;1991,0;16,0;Matches;59,5;8,06;32,12;25,12;2,56;1,88;59,5;0,38;0,12;2,08;0,19;3,12;25,94;122,69;61,94;0,5;0,06;0,06;0,81;0,25;30,25;0,31;0,62;0,04;0,44;0,0;0,0;0,12;0,0;0,06;0,19;0,01;0,12;0,0;0,0;0,06;0,0;0,0
241;Stefan Lainer;at AUT;DF;Gladbach;32-270;1992,0;8,4;Matches;67,26;3,93;23,33;28,45;15,71;0,71;67,26;1,19;0,6;5,95;0,6;5,95;34,29;192,86;103,21;2,98;2,38;0,24;0,83;0,83;38,45;3,81;1,79;0,21;1,79;0,0;0,0;0,0;0,0;0,0;0,12;0,01;0,12;0,0;0,0;0,0;0,0;0,0
409;Steven Skrzybski;de GER;MF,FW;Holstein Kiel;32-187;1992,0;14,7;Matches;42,11;0,61;6,6;21,16;15,03;3,06;42,04;1,5;0,88;4,02;0,61;2,78;21,29;87,21;37,55;1,16;1,09;0,41;2,72;1,5;27,07;4,83;3,47;0,24;2,31;0,14;0,14;0,54;0,27;0,07;0,34;0,02;0,27;0,07;0,0;0,0;0,0;0,0
90;Thomas Dähne;de GER;GK;Holstein Kiel;31-140;1994,0;9,0;Matches;48,0;39,44;47,22;0,78;0,0;0,0;48,0;0,0;0,0;;0,0;;26,0;123,56;67,0;0,0;0,0;0,0;0,0;0,0;23,67;0,0;0,11;0,01;0,11;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
287;Thomas Müller;de GER;MF,FW;Bayern Munich;35-253;1989,0;13,6;Matches;56,1;0,96;3,38;20,15;32,57;7,57;56,1;1,25;0,59;3,46;0,59;3,46;28,38;112,28;60,88;1,76;1,4;0,51;1,76;1,47;45,51;10,51;5,37;0,39;4,56;0,15;0,22;0,44;0,0;0,0;0,66;0,05;0,51;0,0;0,07;0,07;0,0;0,0
72;Tiago Cardoso;lu LUX;GK;Gladbach;19-047;2006,0;4,2;Matches;45,0;41,67;45,0;0,0;0,0;0,0;45,0;0,0;0,0;;0,0;;24,05;135,24;86,9;0,0;0,0;0,0;0,0;0,0;22,38;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
435;Tiago Tomás;pt POR;FW,MF;Wolfsburg;22-342;2002,0;20,9;Matches;37,42;0,86;5,45;16,36;16,22;3,73;37,42;3,83;1,39;1,74;2,01;2,51;24,07;118,52;47,22;1,48;0,91;0,67;2,63;1,67;26,6;5,98;2,63;0,13;1,58;0,0;0,33;0,38;0,29;0,05;0,38;0,02;0,19;0,0;0,05;0,1;0,05;0,0
107;Tim Drexler;de GER;DF;Hoffenheim;20-079;2005,0;4,0;Matches;55,75;4,5;22,75;31,25;2,75;0,0;55,75;0,0;0,0;;0,0;;32,0;120,75;52,0;0,5;0,5;0,0;0,75;1,25;35,75;0,5;1,5;0,38;1,5;0,0;0,0;0,0;0,0;0,0;0,25;0,06;0,25;0,0;0,0;0,0;0,0;0,0
217;Tim Kleindienst;de GER;FW;Gladbach;29-266;1995,0;30,4;Matches;37,8;2,43;4,77;20,16;13,26;4,51;37,73;1,22;0,46;1,24;0,76;2,05;17,93;79,18;33,68;1,48;0,69;0,79;2,7;1,38;26,22;4,77;2,24;0,07;1,58;0,03;0,03;0,33;0,13;0,13;0,46;0,02;0,3;0,03;0,0;0,03;0,07;0,03
312;Tim Oermann;de GER;DF;Bochum;21-230;2003,0;24,6;Matches;47,64;3,78;18,01;25,65;4,35;0,08;47,64;0,57;0,24;1,74;0,28;2,03;24,59;114,88;48,9;0,61;0,57;0,12;0,98;0,37;25,98;0,65;0,81;0,03;0,73;0,04;0,0;0,0;0,0;0,04;0,12;0,0;0,12;0,0;0,0;0,0;0,0;0,0
395;Tim Siersleben;de GER;DF;Heidenheim;25-076;2000,0;13,1;Matches;66,34;8,63;38,55;23,59;4,5;0,53;66,34;0,46;0,23;3,82;0,23;3,82;36,03;158,55;75,57;0,61;0,61;0,08;0,38;0,31;42,75;0,92;1,15;0,09;1,07;0,08;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
